Attendance,Exams,Major,Project,Questions,Seniority,Texting,Grade
61,65,Polsci,13,Rare,Senior,Rarely,Fail
12,75,Polsci,4,Always,Freshman,Always,Pass
27,57,Comm,19,Rare,Junior,Rarely,Fail
32,19,Stat,8,Always,Sophomore,Always,Fail
61,4,Cs,72,Always,Senior,Always,Fail
6,56,Polsci,1,Rare,Senior,Always,Fail
56,31,Stat,99,Always,Junior,Rarely,Fail
72,59,Stat,76,Rare,Junior,Always,Pass
71,66,Stat,61,Always,Freshman,Always,Fail
20,5,Stat,82,Rare,Junior,Rarely,Fail
37,68,Polsci,6,Rare,Freshman,Always,Fail
63,39,Cs,87,Always,Freshman,Rarely,Fail
8,81,Cs,35,Rare,Freshman,Always,Pass
73,42,Stat,64,Always,Freshman,Always,Fail
12,50,Cs,19,Rare,Senior,Rarely,Fail
36,46,Polsci,99,Rare,Senior,Always,Pass
100,34,Stat,11,Always,Sophomore,Rarely,Fail
28,43,Polsci,5,Always,Junior,Rarely,Pass
9,70,Comm,70,Always,Sophomore,Always,Pass
81,96,Comm,70,Always,Junior,Rarely,Fail
6,75,Stat,48,Rare,Freshman,Rarely,Fail
58,0,Stat,40,Rare,Senior,Always,Fail
15,12,Cs,58,Always,Freshman,Always,Fail
62,72,Cs,15,Rare,Senior,Always,Fail
42,60,Stat,95,Rare,Sophomore,Rarely,Fail
48,54,Polsci,99,Rare,Junior,Rarely,Pass
59,8,Stat,90,Always,Junior,Rarely,Fail
9,100,Comm,25,Rare,Senior,Rarely,Pass
94,83,Cs,25,Rare,Sophomore,Always,Pass
53,20,Comm,45,Rare,Junior,Always,Pass
14,77,Comm,82,Rare,Junior,Always,Pass
11,47,Comm,100,Rare,Sophomore,Always,Pass
20,24,Polsci,93,Always,Freshman,Rarely,Pass
92,75,Stat,90,Rare,Sophomore,Rarely,Fail
50,28,Cs,28,Always,Freshman,Rarely,Fail
6,39,Comm,14,Rare,Freshman,Always,Pass
64,54,Polsci,47,Rare,Sophomore,Always,Pass
61,59,Cs,70,Always,Sophomore,Rarely,Fail
67,69,Comm,49,Rare,Sophomore,Rarely,Pass
13,67,Cs,39,Always,Sophomore,Always,Fail
16,97,Polsci,70,Rare,Freshman,Rarely,Pass
53,50,Cs,45,Always,Senior,Rarely,Fail
89,65,Polsci,95,Always,Freshman,Always,Pass
96,13,Comm,76,Rare,Freshman,Rarely,Pass
37,71,Cs,40,Always,Junior,Always,Fail
30,89,Comm,53,Always,Sophomore,Rarely,Pass
63,49,Cs,33,Rare,Freshman,Rarely,Pass
33,75,Polsci,27,Rare,Freshman,Rarely,Fail
85,63,Comm,10,Always,Junior,Always,Pass
25,98,Cs,54,Rare,Junior,Always,Pass
79,90,Polsci,57,Always,Sophomore,Rarely,Pass
51,1,Cs,14,Rare,Senior,Always,Fail
43,69,Comm,63,Rare,Junior,Always,Pass
100,20,Cs,20,Rare,Junior,Rarely,Fail
66,31,Comm,56,Always,Sophomore,Rarely,Pass
39,26,Stat,50,Rare,Freshman,Always,Fail
29,93,Stat,51,Always,Freshman,Always,Pass
86,61,Comm,88,Rare,Senior,Always,Fail
85,48,Polsci,98,Rare,Freshman,Always,Pass
55,59,Cs,96,Rare,Senior,Always,Fail
15,68,Stat,95,Always,Junior,Rarely,Pass
63,36,Cs,39,Always,Freshman,Rarely,Fail
38,93,Cs,9,Rare,Sophomore,Always,Fail
81,89,Stat,8,Rare,Junior,Rarely,Fail
8,78,Comm,79,Rare,Freshman,Always,Pass
3,65,Stat,18,Rare,Junior,Always,Fail
90,72,Comm,53,Always,Senior,Rarely,Pass
53,32,Comm,70,Rare,Sophomore,Always,Pass
78,39,Stat,23,Rare,Freshman,Always,Fail
46,57,Polsci,66,Rare,Junior,Rarely,Fail
22,65,Polsci,17,Always,Senior,Always,Pass
74,1,Polsci,77,Rare,Freshman,Always,Fail
68,27,Stat,33,Always,Freshman,Always,Fail
100,24,Comm,61,Always,Junior,Always,Pass
61,3,Cs,57,Rare,Freshman,Rarely,Fail
70,0,Comm,32,Rare,Junior,Rarely,Fail
68,53,Polsci,19,Always,Sophomore,Rarely,Pass
49,24,Polsci,84,Always,Senior,Rarely,Pass
21,52,Comm,35,Always,Junior,Rarely,Fail
55,45,Comm,98,Always,Senior,Always,Pass
87,52,Stat,37,Rare,Senior,Always,Fail
24,55,Comm,54,Rare,Freshman,Rarely,Pass
1,20,Stat,34,Rare,Senior,Always,Fail
63,92,Stat,46,Always,Sophomore,Rarely,Pass
42,24,Polsci,28,Rare,Freshman,Always,Fail
49,90,Polsci,82,Always,Senior,Always,Pass
45,52,Polsci,6,Rare,Freshman,Always,Fail
76,16,Comm,2,Rare,Senior,Rarely,Fail
72,24,Polsci,66,Rare,Senior,Rarely,Fail
56,6,Comm,33,Always,Sophomore,Always,Pass
46,73,Stat,98,Rare,Freshman,Rarely,Fail
60,60,Polsci,41,Rare,Freshman,Rarely,Pass
53,48,Stat,13,Rare,Freshman,Always,Fail
45,60,Stat,8,Rare,Senior,Rarely,Fail
10,86,Cs,26,Always,Freshman,Always,Pass
43,44,Stat,38,Rare,Senior,Rarely,Fail
58,17,Stat,45,Rare,Freshman,Always,Fail
61,49,Comm,80,Always,Freshman,Always,Pass
73,96,Polsci,87,Rare,Freshman,Rarely,Pass
57,44,Stat,79,Rare,Senior,Rarely,Fail
52,62,Stat,72,Rare,Freshman,Always,Fail
95,32,Polsci,67,Always,Junior,Rarely,Fail
33,18,Cs,49,Always,Freshman,Rarely,Fail
12,99,Comm,19,Rare,Junior,Always,Fail
56,32,Polsci,37,Always,Senior,Rarely,Pass
4,29,Polsci,55,Rare,Junior,Rarely,Fail
79,12,Cs,62,Always,Junior,Always,Fail
3,98,Polsci,34,Always,Freshman,Rarely,Pass
11,88,Comm,86,Rare,Senior,Rarely,Pass
53,9,Cs,9,Always,Junior,Rarely,Fail
3,22,Polsci,17,Always,Senior,Always,Pass
71,46,Cs,84,Always,Sophomore,Rarely,Fail
68,14,Cs,33,Rare,Senior,Rarely,Fail
0,22,Polsci,87,Rare,Junior,Rarely,Pass
88,1,Stat,27,Rare,Freshman,Always,Fail
59,56,Cs,96,Always,Sophomore,Rarely,Pass
78,31,Stat,62,Rare,Freshman,Always,Fail
24,53,Polsci,93,Always,Sophomore,Always,Pass
1,35,Stat,85,Always,Junior,Always,Fail
92,40,Cs,82,Always,Senior,Rarely,Fail
80,35,Stat,96,Rare,Junior,Rarely,Fail
43,72,Comm,50,Rare,Freshman,Rarely,Pass
20,26,Polsci,30,Rare,Freshman,Rarely,Fail
80,90,Stat,48,Rare,Senior,Rarely,Pass
75,53,Cs,10,Always,Freshman,Rarely,Pass
72,59,Polsci,66,Rare,Senior,Always,Pass
45,39,Cs,20,Always,Junior,Rarely,Fail
95,76,Comm,44,Always,Junior,Rarely,Pass
89,7,Comm,51,Rare,Junior,Always,Pass
88,40,Comm,57,Always,Freshman,Rarely,Fail
52,60,Stat,91,Always,Freshman,Always,Pass
81,3,Cs,37,Always,Freshman,Rarely,Fail
10,59,Polsci,74,Rare,Senior,Always,Pass
85,27,Stat,87,Always,Sophomore,Rarely,Fail
63,81,Polsci,66,Rare,Sophomore,Rarely,Fail
43,33,Stat,74,Rare,Freshman,Always,Fail
82,68,Stat,47,Always,Sophomore,Always,Fail
91,27,Stat,44,Rare,Senior,Rarely,Fail
33,15,Polsci,97,Rare,Sophomore,Rarely,Pass
8,90,Polsci,89,Always,Freshman,Always,Pass
90,34,Comm,57,Always,Sophomore,Rarely,Fail
14,47,Cs,6,Rare,Freshman,Rarely,Fail
8,64,Stat,8,Always,Sophomore,Rarely,Fail
7,33,Comm,44,Rare,Junior,Always,Pass
15,20,Cs,13,Always,Sophomore,Rarely,Fail
53,41,Stat,6,Always,Junior,Rarely,Fail
58,58,Comm,28,Always,Freshman,Rarely,Fail
33,68,Comm,5,Always,Sophomore,Always,Pass
86,58,Comm,37,Rare,Senior,Always,Pass
85,96,Stat,8,Rare,Junior,Rarely,Pass
32,11,Cs,66,Rare,Sophomore,Always,Fail
29,2,Polsci,8,Always,Senior,Rarely,Pass
89,42,Comm,49,Rare,Sophomore,Rarely,Pass
97,12,Polsci,67,Always,Senior,Rarely,Pass
66,74,Polsci,8,Always,Freshman,Rarely,Pass
74,45,Polsci,13,Rare,Senior,Rarely,Fail
27,73,Cs,81,Always,Sophomore,Always,Pass
24,34,Stat,89,Always,Junior,Always,Fail
61,28,Cs,18,Rare,Sophomore,Rarely,Fail
77,50,Stat,15,Always,Sophomore,Rarely,Fail
5,84,Stat,29,Always,Senior,Rarely,Pass
40,33,Comm,59,Rare,Senior,Always,Pass
60,7,Polsci,52,Always,Freshman,Rarely,Pass
23,81,Cs,11,Always,Sophomore,Rarely,Fail
70,24,Cs,6,Always,Senior,Always,Fail
19,92,Polsci,15,Rare,Junior,Always,Pass
91,9,Polsci,16,Always,Junior,Always,Pass
63,1,Cs,66,Rare,Sophomore,Always,Fail
47,20,Cs,63,Always,Junior,Always,Fail
4,43,Stat,56,Always,Sophomore,Rarely,Fail
27,93,Stat,68,Always,Sophomore,Always,Fail
61,40,Comm,88,Rare,Sophomore,Rarely,Pass
0,49,Cs,92,Rare,Freshman,Rarely,Fail
61,98,Polsci,38,Rare,Junior,Rarely,Pass
29,17,Comm,18,Always,Senior,Rarely,Fail
44,17,Stat,35,Rare,Sophomore,Rarely,Fail
72,34,Polsci,20,Rare,Junior,Always,Fail
28,97,Cs,21,Always,Senior,Always,Pass
77,26,Stat,3,Rare,Junior,Always,Fail
5,23,Polsci,6,Rare,Freshman,Always,Fail
8,42,Comm,42,Always,Freshman,Rarely,Pass
49,65,Comm,50,Rare,Senior,Always,Pass
0,30,Polsci,17,Always,Senior,Always,Pass
31,25,Polsci,12,Always,Junior,Rarely,Pass
76,35,Cs,25,Rare,Senior,Always,Fail
36,15,Polsci,19,Always,Senior,Always,Pass
80,71,Cs,51,Rare,Senior,Always,Fail
59,6,Stat,35,Rare,Senior,Always,Fail
75,63,Stat,40,Rare,Freshman,Rarely,Fail
45,41,Comm,69,Always,Freshman,Always,Pass
64,4,Cs,98,Always,Senior,Always,Fail
83,46,Cs,29,Always,Sophomore,Always,Fail
24,98,Comm,91,Rare,Freshman,Rarely,Pass
56,36,Comm,14,Rare,Junior,Always,Pass
45,59,Polsci,11,Always,Sophomore,Always,Pass
77,33,Polsci,74,Always,Sophomore,Always,Pass
66,91,Stat,9,Always,Junior,Rarely,Fail
98,82,Cs,74,Always,Freshman,Always,Pass
12,76,Polsci,92,Rare,Sophomore,Always,Pass
69,93,Comm,98,Rare,Senior,Always,Pass
9,30,Cs,99,Always,Freshman,Rarely,Fail
69,92,Stat,86,Always,Junior,Always,Fail
7,57,Cs,11,Rare,Sophomore,Rarely,Fail
93,44,Cs,21,Always,Freshman,Always,Fail
51,71,Stat,7,Always,Junior,Always,Fail
19,38,Polsci,44,Rare,Sophomore,Always,Fail
2,16,Comm,78,Always,Senior,Always,Pass
38,46,Cs,62,Always,Sophomore,Rarely,Fail
11,41,Stat,45,Always,Sophomore,Rarely,Fail
30,80,Stat,60,Rare,Sophomore,Always,Pass
0,16,Comm,88,Always,Junior,Rarely,Pass
82,39,Cs,69,Rare,Freshman,Rarely,Pass
8,91,Cs,29,Always,Sophomore,Rarely,Pass
93,49,Stat,20,Always,Sophomore,Always,Fail
61,68,Polsci,99,Always,Sophomore,Always,Pass
24,99,Comm,93,Always,Senior,Rarely,Fail
4,20,Polsci,58,Rare,Freshman,Rarely,Fail
44,26,Stat,80,Rare,Sophomore,Rarely,Fail
71,50,Comm,8,Always,Senior,Rarely,Fail
9,53,Comm,46,Always,Junior,Always,Pass
89,51,Comm,61,Always,Junior,Rarely,Pass
27,36,Cs,27,Always,Freshman,Always,Fail
66,70,Cs,38,Rare,Junior,Always,Fail
71,47,Cs,98,Always,Freshman,Always,Fail
78,17,Cs,67,Rare,Freshman,Rarely,Fail
93,11,Comm,40,Always,Sophomore,Always,Pass
43,45,Comm,5,Always,Junior,Always,Fail
0,30,Polsci,33,Always,Freshman,Always,Pass
58,98,Cs,65,Rare,Junior,Rarely,Pass
71,8,Stat,25,Rare,Junior,Rarely,Fail
32,83,Cs,42,Rare,Sophomore,Rarely,Pass
23,16,Cs,61,Rare,Senior,Always,Fail
8,79,Comm,46,Always,Junior,Always,Pass
33,3,Stat,19,Rare,Freshman,Always,Fail
93,50,Cs,6,Rare,Freshman,Rarely,Pass
71,80,Comm,31,Rare,Freshman,Always,Pass
56,35,Polsci,47,Rare,Senior,Rarely,Fail
7,38,Comm,67,Always,Senior,Always,Pass
7,99,Stat,65,Always,Junior,Always,Pass
27,69,Comm,85,Rare,Freshman,Always,Pass
100,59,Comm,61,Rare,Sophomore,Rarely,Pass
71,7,Stat,86,Always,Sophomore,Always,Fail
1,71,Comm,81,Always,Sophomore,Rarely,Pass
97,56,Comm,38,Rare,Freshman,Rarely,Pass
72,20,Cs,55,Rare,Junior,Always,Fail
61,9,Stat,57,Rare,Junior,Rarely,Fail
12,90,Comm,57,Rare,Senior,Rarely,Pass
77,69,Comm,78,Rare,Senior,Rarely,Pass
80,1,Polsci,39,Always,Junior,Rarely,Pass
28,53,Cs,20,Rare,Senior,Always,Fail
19,32,Cs,95,Always,Sophomore,Always,Fail
52,17,Cs,84,Rare,Sophomore,Always,Fail
24,74,Polsci,72,Always,Senior,Always,Pass
73,69,Stat,62,Always,Junior,Always,Fail
45,41,Comm,35,Rare,Sophomore,Always,Pass
11,7,Cs,18,Rare,Freshman,Rarely,Fail
22,80,Cs,14,Always,Senior,Always,Fail
81,45,Stat,35,Rare,Junior,Always,Fail
30,32,Cs,18,Always,Junior,Always,Fail
88,44,Cs,8,Always,Sophomore,Rarely,Fail
33,66,Cs,15,Always,Freshman,Always,Fail
14,83,Polsci,58,Rare,Freshman,Rarely,Pass
56,36,Cs,52,Always,Senior,Always,Fail
44,88,Cs,83,Rare,Sophomore,Always,Fail
10,66,Cs,43,Rare,Senior,Always,Fail
10,85,Cs,26,Always,Sophomore,Rarely,Pass
18,64,Comm,89,Always,Junior,Rarely,Fail
5,80,Stat,92,Rare,Sophomore,Always,Pass
86,83,Stat,50,Always,Junior,Rarely,Fail
28,18,Stat,46,Always,Freshman,Always,Fail
79,26,Polsci,99,Rare,Sophomore,Always,Pass
17,80,Polsci,1,Always,Sophomore,Always,Pass
44,9,Cs,99,Rare,Junior,Rarely,Fail
16,42,Polsci,55,Always,Freshman,Always,Pass
90,66,Stat,14,Always,Junior,Rarely,Fail
24,7,Stat,83,Always,Freshman,Always,Fail
50,27,Cs,65,Rare,Junior,Always,Fail
37,36,Comm,70,Always,Sophomore,Always,Pass
54,19,Polsci,50,Rare,Freshman,Always,Fail
35,37,Stat,51,Rare,Freshman,Rarely,Fail
61,22,Stat,95,Always,Sophomore,Rarely,Fail
43,69,Cs,22,Rare,Junior,Rarely,Fail
56,83,Stat,62,Rare,Junior,Always,Fail
9,60,Stat,54,Rare,Junior,Rarely,Fail
51,36,Stat,47,Always,Senior,Rarely,Fail
8,67,Cs,77,Rare,Junior,Always,Fail
68,21,Comm,10,Always,Senior,Rarely,Fail
18,79,Comm,14,Always,Freshman,Rarely,Fail
15,46,Comm,6,Always,Freshman,Rarely,Fail
87,54,Polsci,0,Rare,Junior,Always,Fail
10,96,Cs,65,Always,Junior,Always,Pass
84,36,Cs,75,Always,Freshman,Always,Pass
76,12,Cs,24,Always,Junior,Rarely,Fail
88,26,Polsci,55,Always,Junior,Always,Pass
27,96,Comm,89,Rare,Senior,Always,Pass
27,17,Comm,71,Always,Junior,Rarely,Pass
81,57,Polsci,24,Rare,Senior,Always,Fail
47,73,Comm,49,Always,Junior,Rarely,Pass
17,60,Stat,51,Always,Senior,Always,Fail
72,80,Cs,10,Rare,Freshman,Rarely,Fail
42,42,Stat,75,Rare,Sophomore,Rarely,Fail
35,59,Polsci,93,Always,Freshman,Rarely,Pass
24,89,Cs,91,Rare,Junior,Always,Pass
20,43,Comm,49,Always,Freshman,Rarely,Pass
59,88,Comm,51,Always,Senior,Always,Pass
38,86,Cs,58,Rare,Senior,Always,Fail
26,57,Comm,34,Rare,Sophomore,Rarely,Fail
70,60,Stat,41,Always,Senior,Rarely,Fail
51,36,Cs,80,Always,Junior,Rarely,Fail
43,44,Polsci,79,Rare,Senior,Always,Pass
53,51,Stat,100,Rare,Freshman,Rarely,Pass
52,42,Stat,51,Rare,Junior,Always,Fail
9,0,Stat,46,Rare,Senior,Always,Fail
65,84,Stat,19,Rare,Junior,Rarely,Fail
14,64,Polsci,41,Rare,Sophomore,Always,Pass
34,34,Cs,61,Rare,Senior,Always,Fail
73,40,Stat,3,Rare,Junior,Always,Fail
44,79,Polsci,18,Rare,Senior,Always,Fail
49,9,Polsci,88,Rare,Sophomore,Always,Fail
74,34,Stat,46,Rare,Junior,Rarely,Fail
20,52,Cs,80,Always,Freshman,Rarely,Fail
78,60,Polsci,21,Rare,Freshman,Always,Fail
17,5,Stat,65,Always,Junior,Always,Fail
71,21,Cs,100,Rare,Freshman,Always,Fail
2,52,Comm,28,Always,Sophomore,Always,Pass
89,69,Polsci,42,Always,Freshman,Always,Pass
93,64,Comm,96,Always,Freshman,Always,Pass
90,68,Stat,28,Rare,Freshman,Always,Fail
79,54,Polsci,36,Always,Sophomore,Rarely,Pass
49,82,Stat,43,Rare,Sophomore,Always,Pass
72,75,Cs,47,Always,Junior,Rarely,Fail
1,31,Polsci,19,Always,Junior,Rarely,Pass
92,77,Cs,24,Rare,Freshman,Rarely,Fail
18,50,Comm,32,Always,Junior,Rarely,Fail
30,35,Stat,26,Always,Freshman,Always,Fail
65,57,Cs,63,Rare,Sophomore,Always,Pass
86,91,Polsci,80,Always,Senior,Rarely,Fail
54,44,Polsci,59,Always,Junior,Rarely,Pass
99,60,Stat,0,Always,Freshman,Always,Fail
13,86,Stat,58,Rare,Junior,Always,Fail
98,35,Cs,60,Always,Junior,Always,Fail
72,27,Stat,66,Rare,Freshman,Always,Fail
57,34,Stat,92,Always,Senior,Rarely,Fail
77,71,Comm,71,Rare,Sophomore,Always,Pass
94,78,Stat,59,Always,Junior,Always,Pass
51,97,Stat,55,Rare,Senior,Rarely,Fail
32,1,Polsci,11,Always,Sophomore,Rarely,Pass
40,33,Stat,2,Rare,Sophomore,Rarely,Fail
50,61,Comm,36,Always,Sophomore,Rarely,Pass
17,7,Cs,17,Always,Freshman,Always,Fail
85,10,Comm,3,Always,Junior,Always,Pass
15,66,Comm,79,Always,Freshman,Rarely,Pass
93,83,Cs,91,Rare,Freshman,Always,Pass
48,77,Cs,44,Always,Sophomore,Rarely,Pass
24,70,Polsci,97,Rare,Freshman,Always,Pass
55,51,Stat,24,Rare,Sophomore,Rarely,Fail
79,25,Stat,61,Always,Junior,Always,Fail
53,48,Stat,5,Always,Senior,Rarely,Fail
10,31,Polsci,0,Rare,Freshman,Always,Fail
39,43,Stat,71,Rare,Senior,Rarely,Fail
26,20,Cs,50,Always,Senior,Always,Fail
2,90,Comm,14,Rare,Senior,Rarely,Fail
94,93,Cs,15,Always,Sophomore,Always,Pass
81,57,Cs,27,Always,Sophomore,Rarely,Pass
97,42,Cs,39,Rare,Junior,Always,Fail
28,13,Cs,80,Rare,Sophomore,Rarely,Fail
13,40,Cs,78,Rare,Junior,Rarely,Fail
50,59,Stat,59,Always,Senior,Always,Fail
85,97,Stat,1,Rare,Freshman,Rarely,Fail
67,38,Cs,38,Rare,Freshman,Always,Fail
23,28,Comm,22,Always,Junior,Rarely,Fail
31,36,Stat,42,Always,Sophomore,Always,Fail
19,26,Stat,84,Always,Senior,Always,Fail
51,54,Cs,33,Always,Junior,Always,Fail
46,8,Cs,98,Rare,Senior,Rarely,Fail
21,60,Cs,89,Rare,Senior,Always,Fail
96,40,Polsci,25,Rare,Freshman,Always,Fail
51,98,Cs,48,Rare,Sophomore,Rarely,Pass
27,90,Stat,43,Rare,Sophomore,Rarely,Fail
78,93,Cs,38,Rare,Sophomore,Rarely,Pass
25,10,Comm,28,Always,Sophomore,Rarely,Fail
98,83,Comm,68,Rare,Junior,Always,Fail
66,100,Cs,0,Always,Junior,Rarely,Pass
31,20,Comm,21,Always,Sophomore,Always,Pass
28,46,Comm,81,Always,Sophomore,Always,Pass
55,37,Cs,65,Always,Sophomore,Rarely,Fail
42,49,Stat,65,Always,Freshman,Always,Fail
31,54,Stat,72,Rare,Senior,Always,Pass
90,97,Polsci,39,Rare,Junior,Rarely,Pass
54,37,Stat,22,Rare,Freshman,Rarely,Fail
85,27,Stat,71,Rare,Senior,Rarely,Fail
41,92,Polsci,3,Always,Sophomore,Rarely,Pass
64,14,Polsci,50,Always,Sophomore,Always,Pass
67,90,Polsci,94,Always,Freshman,Rarely,Pass
42,18,Stat,87,Always,Senior,Always,Fail
36,2,Comm,65,Always,Senior,Rarely,Pass
28,64,Cs,44,Always,Senior,Always,Fail
23,63,Polsci,95,Always,Senior,Always,Pass
40,26,Comm,47,Always,Senior,Always,Pass
52,47,Polsci,31,Always,Freshman,Rarely,Fail
86,70,Polsci,60,Rare,Freshman,Always,Pass
86,17,Polsci,52,Rare,Sophomore,Rarely,Fail
96,24,Polsci,24,Rare,Sophomore,Rarely,Fail
99,35,Polsci,34,Rare,Freshman,Rarely,Fail
48,66,Polsci,11,Always,Senior,Rarely,Pass
86,17,Cs,71,Always,Freshman,Always,Fail
53,19,Cs,51,Always,Junior,Rarely,Fail
77,42,Stat,67,Always,Freshman,Rarely,Fail
21,98,Polsci,71,Rare,Senior,Rarely,Fail
16,93,Polsci,58,Rare,Sophomore,Always,Pass
17,24,Polsci,45,Rare,Senior,Rarely,Fail
88,13,Cs,59,Rare,Senior,Always,Fail
64,76,Stat,82,Always,Freshman,Rarely,Pass
61,12,Comm,63,Rare,Sophomore,Always,Pass
24,79,Stat,20,Rare,Senior,Rarely,Fail
57,55,Cs,100,Rare,Freshman,Rarely,Fail
75,99,Comm,10,Always,Junior,Rarely,Fail
45,64,Polsci,63,Always,Senior,Always,Pass
86,63,Cs,67,Rare,Sophomore,Rarely,Pass
57,50,Cs,24,Always,Junior,Rarely,Fail
60,54,Stat,21,Always,Freshman,Rarely,Fail
30,89,Cs,45,Rare,Sophomore,Always,Pass
53,16,Cs,59,Rare,Junior,Rarely,Fail
63,72,Stat,19,Rare,Sophomore,Rarely,Fail
40,91,Comm,60,Always,Freshman,Rarely,Pass
17,10,Cs,16,Always,Junior,Always,Fail
48,97,Comm,36,Rare,Freshman,Always,Pass
42,80,Stat,54,Rare,Freshman,Always,Pass
91,55,Comm,22,Always,Junior,Always,Pass
6,70,Polsci,10,Always,Freshman,Always,Pass
65,19,Polsci,84,Rare,Freshman,Always,Pass
25,87,Stat,76,Always,Junior,Always,Pass
58,93,Comm,83,Always,Senior,Always,Pass
62,58,Stat,82,Rare,Freshman,Rarely,Pass
83,73,Comm,51,Always,Senior,Always,Pass
74,83,Comm,91,Rare,Sophomore,Rarely,Pass
92,16,Polsci,17,Always,Junior,Always,Pass
44,50,Comm,2,Rare,Senior,Always,Pass
32,31,Stat,1,Rare,Freshman,Always,Fail
27,35,Polsci,55,Always,Sophomore,Always,Pass
35,24,Polsci,42,Always,Freshman,Always,Pass
8,31,Polsci,24,Rare,Sophomore,Always,Fail
54,35,Cs,61,Always,Sophomore,Rarely,Fail
96,85,Cs,60,Rare,Junior,Always,Pass
36,62,Comm,16,Always,Sophomore,Always,Fail
74,3,Stat,68,Rare,Freshman,Rarely,Fail
39,55,Cs,17,Always,Sophomore,Rarely,Fail
26,44,Stat,16,Rare,Sophomore,Always,Fail
98,63,Comm,65,Always,Junior,Rarely,Pass
7,1,Comm,11,Always,Sophomore,Always,Pass
0,56,Polsci,48,Always,Sophomore,Rarely,Pass
63,60,Polsci,34,Rare,Freshman,Rarely,Fail
5,96,Cs,86,Rare,Senior,Always,Pass
59,47,Comm,5,Always,Sophomore,Rarely,Fail
41,6,Cs,29,Always,Senior,Rarely,Fail
92,83,Comm,25,Always,Sophomore,Always,Pass
45,19,Comm,25,Rare,Freshman,Rarely,Fail
74,11,Comm,21,Rare,Junior,Always,Pass
37,57,Cs,79,Rare,Sophomore,Rarely,Pass
51,48,Polsci,41,Always,Senior,Always,Pass
5,42,Comm,61,Always,Sophomore,Always,Fail
18,58,Polsci,71,Always,Freshman,Rarely,Fail
22,65,Cs,83,Rare,Freshman,Rarely,Fail
68,25,Polsci,20,Rare,Senior,Always,Fail
54,72,Comm,51,Always,Senior,Always,Pass
67,34,Cs,18,Always,Sophomore,Rarely,Fail
24,39,Polsci,27,Rare,Freshman,Rarely,Fail
63,36,Cs,18,Always,Sophomore,Always,Fail
1,79,Cs,7,Rare,Senior,Always,Fail
8,92,Cs,18,Always,Sophomore,Always,Pass
55,55,Cs,94,Always,Freshman,Rarely,Fail
36,22,Comm,23,Always,Freshman,Rarely,Fail
46,38,Cs,43,Always,Sophomore,Always,Fail
99,7,Stat,58,Rare,Junior,Rarely,Fail
99,71,Stat,66,Rare,Junior,Rarely,Pass
47,52,Comm,28,Always,Senior,Rarely,Fail
43,41,Cs,42,Always,Sophomore,Rarely,Fail
83,9,Comm,38,Always,Sophomore,Rarely,Fail
96,98,Cs,5,Rare,Senior,Rarely,Pass
28,2,Cs,61,Always,Junior,Always,Fail
34,22,Stat,14,Rare,Junior,Always,Fail
95,65,Comm,26,Rare,Senior,Always,Pass
60,15,Comm,98,Rare,Senior,Rarely,Fail
40,74,Comm,60,Rare,Freshman,Rarely,Pass
75,22,Comm,77,Always,Senior,Rarely,Pass
22,90,Polsci,11,Rare,Sophomore,Always,Pass
36,82,Stat,50,Rare,Freshman,Always,Pass
40,21,Stat,69,Always,Senior,Always,Fail
33,28,Polsci,79,Always,Freshman,Rarely,Pass
5,83,Comm,99,Rare,Junior,Rarely,Pass
92,82,Cs,2,Rare,Senior,Always,Fail
71,80,Stat,97,Rare,Sophomore,Rarely,Pass
3,94,Cs,16,Always,Sophomore,Always,Pass
45,13,Stat,1,Always,Sophomore,Rarely,Fail
34,69,Stat,76,Rare,Freshman,Always,Pass
11,51,Stat,28,Always,Junior,Rarely,Fail
16,70,Comm,21,Always,Senior,Rarely,Fail
53,41,Stat,58,Always,Sophomore,Rarely,Fail
40,80,Comm,52,Rare,Sophomore,Always,Pass
75,57,Comm,43,Rare,Senior,Always,Pass
56,55,Comm,62,Always,Sophomore,Rarely,Pass
92,32,Polsci,23,Always,Junior,Rarely,Pass
80,2,Cs,93,Rare,Freshman,Rarely,Fail
66,55,Comm,26,Rare,Senior,Rarely,Fail
61,13,Stat,23,Rare,Sophomore,Always,Fail
72,15,Stat,73,Rare,Sophomore,Always,Fail
63,2,Polsci,82,Always,Freshman,Rarely,Pass
27,36,Comm,11,Rare,Junior,Always,Pass
7,9,Comm,79,Rare,Senior,Always,Pass
71,80,Polsci,12,Always,Freshman,Rarely,Pass
98,33,Comm,39,Always,Freshman,Always,Pass
76,11,Comm,60,Always,Senior,Rarely,Fail
10,36,Stat,98,Rare,Junior,Always,Pass
18,71,Stat,3,Always,Sophomore,Always,Fail
2,81,Cs,14,Rare,Senior,Always,Fail
64,89,Polsci,95,Rare,Sophomore,Always,Pass
5,84,Cs,93,Always,Senior,Rarely,Pass
33,44,Stat,52,Rare,Senior,Always,Fail
31,4,Cs,39,Always,Junior,Rarely,Fail
5,83,Stat,0,Always,Freshman,Always,Fail
67,6,Polsci,1,Always,Junior,Always,Pass
17,47,Polsci,9,Always,Senior,Always,Pass
66,82,Comm,71,Rare,Sophomore,Always,Pass
32,7,Polsci,44,Always,Sophomore,Always,Pass
58,46,Cs,60,Rare,Sophomore,Rarely,Fail
12,48,Stat,18,Rare,Freshman,Always,Fail
52,19,Cs,73,Rare,Freshman,Always,Fail
