Attendance,Major,Questions,Score,Seniority,Texting,Grade
60,Cs,Always,55,Senior,Rarely,Fail
43,Stat,Always,64,Senior,Always,Fail
44,Stat,Rare,59,Freshman,Rarely,Fail
41,Stat,Rare,39,Junior,Rarely,Fail
23,Polsci,Rare,23,Senior,Rarely,Fail
75,Polsci,Rare,20,Sophomore,Rarely,Fail
19,Comm,Rare,84,Sophomore,Always,Fail
28,Comm,Always,97,Junior,Rarely,Fail
70,Cs,Always,100,Senior,Rarely,Pass
63,Comm,Always,47,Sophomore,Rarely,Pass
99,Comm,Always,23,Junior,Always,Fail
59,Comm,Rare,71,Senior,Always,Pass
94,Stat,Always,17,Junior,Rarely,Fail
41,Cs,Always,75,Junior,Always,Pass
58,Polsci,Always,88,Sophomore,Always,Pass
19,Stat,Always,60,Senior,Always,Pass
8,Stat,Always,0,Senior,Rarely,Fail
52,Polsci,Rare,49,Junior,Always,Fail
44,Comm,Always,68,Senior,Always,Pass
42,Cs,Always,27,Freshman,Always,Fail
34,Cs,Rare,58,Freshman,Rarely,Fail
90,Cs,Always,38,Junior,Rarely,Fail
18,Comm,Always,31,Junior,Rarely,Fail
63,Stat,Always,75,Sophomore,Always,Pass
16,Comm,Rare,69,Freshman,Always,Pass
39,Stat,Always,17,Junior,Always,Fail
68,Stat,Always,52,Freshman,Rarely,Fail
89,Cs,Rare,40,Junior,Always,Fail
90,Cs,Rare,83,Junior,Always,Pass
52,Cs,Always,29,Sophomore,Rarely,Fail
81,Comm,Rare,70,Junior,Always,Pass
57,Comm,Rare,14,Sophomore,Rarely,Fail
39,Stat,Always,60,Senior,Always,Pass
74,Cs,Rare,54,Senior,Rarely,Fail
32,Polsci,Always,0,Sophomore,Always,Pass
75,Stat,Always,56,Sophomore,Rarely,Fail
96,Cs,Always,71,Freshman,Rarely,Fail
33,Polsci,Always,16,Senior,Rarely,Pass
98,Stat,Rare,76,Sophomore,Rarely,Pass
65,Comm,Rare,86,Senior,Always,Pass
44,Cs,Rare,0,Junior,Rarely,Fail
88,Cs,Always,35,Senior,Rarely,Fail
98,Polsci,Always,85,Senior,Rarely,Pass
70,Stat,Rare,4,Freshman,Always,Fail
5,Stat,Always,89,Junior,Always,Fail
22,Polsci,Always,41,Senior,Rarely,Pass
17,Comm,Rare,91,Freshman,Rarely,Pass
30,Polsci,Rare,28,Senior,Always,Fail
44,Comm,Rare,78,Senior,Rarely,Pass
17,Cs,Rare,28,Junior,Rarely,Fail
12,Polsci,Always,47,Freshman,Always,Pass
52,Comm,Always,3,Sophomore,Rarely,Fail
15,Polsci,Rare,21,Freshman,Always,Fail
44,Comm,Always,65,Senior,Always,Pass
77,Stat,Always,58,Senior,Rarely,Fail
89,Cs,Always,40,Sophomore,Rarely,Fail
64,Stat,Always,74,Sophomore,Rarely,Fail
31,Stat,Always,77,Sophomore,Rarely,Pass
70,Polsci,Rare,20,Sophomore,Always,Fail
37,Comm,Always,30,Freshman,Always,Fail
25,Polsci,Rare,84,Freshman,Always,Pass
55,Cs,Always,32,Junior,Always,Fail
39,Comm,Rare,68,Senior,Always,Pass
33,Comm,Always,85,Senior,Always,Fail
52,Cs,Rare,40,Senior,Always,Fail
24,Polsci,Rare,19,Sophomore,Rarely,Fail
39,Polsci,Rare,50,Freshman,Rarely,Pass
5,Comm,Rare,83,Freshman,Rarely,Pass
26,Stat,Always,61,Junior,Always,Fail
73,Cs,Always,44,Freshman,Always,Pass
88,Comm,Rare,93,Senior,Rarely,Pass
27,Polsci,Rare,23,Senior,Always,Fail
22,Cs,Always,89,Senior,Always,Pass
1,Comm,Always,2,Sophomore,Always,Pass
39,Cs,Rare,60,Senior,Always,Fail
56,Cs,Always,21,Senior,Rarely,Fail
91,Stat,Always,35,Sophomore,Always,Fail
35,Polsci,Always,74,Junior,Rarely,Pass
54,Stat,Rare,90,Sophomore,Rarely,Fail
43,Polsci,Always,85,Senior,Always,Pass
48,Cs,Rare,24,Junior,Rarely,Fail
13,Comm,Always,92,Senior,Rarely,Pass
97,Comm,Always,7,Senior,Always,Pass
43,Comm,Rare,0,Junior,Always,Pass
15,Cs,Rare,19,Freshman,Always,Fail
7,Polsci,Rare,34,Freshman,Always,Fail
58,Stat,Always,52,Senior,Always,Fail
75,Cs,Rare,64,Senior,Always,Fail
12,Stat,Rare,44,Sophomore,Rarely,Fail
50,Stat,Always,72,Sophomore,Always,Fail
37,Cs,Always,80,Junior,Always,Pass
81,Polsci,Always,83,Sophomore,Rarely,Pass
5,Polsci,Always,13,Freshman,Rarely,Pass
66,Stat,Always,16,Freshman,Rarely,Fail
9,Comm,Always,25,Junior,Rarely,Fail
36,Comm,Rare,68,Junior,Always,Pass
93,Polsci,Rare,84,Junior,Always,Pass
55,Comm,Always,87,Sophomore,Rarely,Fail
65,Comm,Rare,66,Sophomore,Always,Pass
92,Polsci,Rare,22,Senior,Always,Fail
93,Polsci,Always,33,Sophomore,Always,Pass
56,Stat,Rare,42,Junior,Rarely,Fail
30,Stat,Always,96,Senior,Rarely,Pass
53,Stat,Rare,61,Freshman,Always,Pass
29,Polsci,Always,40,Sophomore,Always,Pass
69,Cs,Rare,66,Senior,Rarely,Fail
51,Cs,Always,79,Sophomore,Always,Pass
51,Polsci,Rare,45,Sophomore,Rarely,Fail
3,Comm,Rare,36,Sophomore,Always,Pass
12,Polsci,Rare,92,Senior,Rarely,Fail
3,Polsci,Always,14,Senior,Rarely,Pass
79,Stat,Rare,21,Sophomore,Rarely,Fail
94,Comm,Always,75,Freshman,Always,Pass
60,Cs,Rare,21,Sophomore,Rarely,Fail
2,Cs,Always,81,Freshman,Rarely,Pass
8,Cs,Rare,79,Senior,Always,Pass
99,Cs,Always,13,Senior,Rarely,Fail
83,Polsci,Rare,51,Freshman,Always,Pass
13,Comm,Rare,45,Junior,Rarely,Pass
25,Stat,Always,95,Senior,Rarely,Pass
11,Polsci,Rare,99,Senior,Rarely,Fail
1,Comm,Rare,6,Sophomore,Rarely,Fail
36,Stat,Rare,74,Freshman,Always,Pass
73,Stat,Always,93,Sophomore,Always,Pass
0,Cs,Always,38,Senior,Rarely,Fail
91,Comm,Always,55,Junior,Rarely,Pass
0,Cs,Rare,84,Senior,Rarely,Pass
83,Cs,Rare,29,Freshman,Rarely,Fail
3,Cs,Rare,70,Freshman,Rarely,Pass
87,Comm,Rare,48,Junior,Always,Pass
81,Comm,Rare,72,Freshman,Always,Pass
0,Comm,Always,75,Freshman,Rarely,Pass
9,Polsci,Always,76,Senior,Always,Pass
55,Cs,Always,96,Junior,Always,Pass
57,Comm,Rare,59,Senior,Always,Pass
93,Cs,Rare,13,Senior,Always,Fail
11,Comm,Always,49,Sophomore,Always,Pass
8,Cs,Always,6,Freshman,Rarely,Fail
89,Polsci,Rare,15,Senior,Rarely,Fail
16,Comm,Rare,92,Junior,Always,Pass
36,Stat,Rare,85,Sophomore,Rarely,Pass
12,Polsci,Always,95,Junior,Rarely,Pass
0,Stat,Always,73,Freshman,Always,Pass
65,Polsci,Always,55,Senior,Always,Pass
32,Polsci,Rare,58,Sophomore,Always,Fail
63,Cs,Rare,66,Senior,Rarely,Fail
29,Stat,Rare,15,Freshman,Rarely,Fail
66,Polsci,Rare,67,Junior,Rarely,Pass
68,Comm,Rare,13,Senior,Rarely,Fail
92,Stat,Rare,28,Junior,Always,Fail
84,Stat,Rare,43,Senior,Always,Fail
85,Comm,Rare,62,Senior,Always,Pass
25,Stat,Always,51,Junior,Always,Fail
50,Polsci,Rare,88,Junior,Rarely,Pass
91,Comm,Rare,41,Freshman,Rarely,Pass
14,Comm,Always,28,Freshman,Always,Pass
29,Polsci,Rare,91,Junior,Always,Pass
75,Comm,Always,10,Senior,Always,Pass
19,Stat,Always,18,Freshman,Rarely,Fail
67,Cs,Always,22,Senior,Rarely,Fail
73,Polsci,Rare,42,Senior,Always,Fail
66,Comm,Always,36,Sophomore,Rarely,Fail
49,Stat,Rare,6,Sophomore,Always,Fail
49,Comm,Rare,30,Sophomore,Rarely,Fail
1,Stat,Always,1,Sophomore,Always,Fail
7,Stat,Rare,86,Senior,Rarely,Pass
6,Cs,Rare,46,Senior,Rarely,Fail
50,Stat,Always,70,Sophomore,Rarely,Fail
66,Polsci,Always,13,Freshman,Always,Pass
20,Cs,Rare,53,Senior,Rarely,Fail
67,Comm,Always,50,Sophomore,Rarely,Pass
42,Stat,Always,69,Junior,Rarely,Pass
55,Comm,Always,16,Junior,Rarely,Fail
96,Stat,Always,8,Senior,Always,Fail
57,Stat,Rare,7,Sophomore,Rarely,Fail
25,Stat,Rare,16,Freshman,Always,Fail
10,Cs,Rare,35,Senior,Rarely,Fail
91,Stat,Always,35,Senior,Rarely,Fail
23,Stat,Always,39,Senior,Rarely,Fail
17,Cs,Rare,74,Freshman,Rarely,Pass
25,Polsci,Always,80,Sophomore,Always,Pass
36,Cs,Always,79,Sophomore,Rarely,Pass
65,Polsci,Rare,99,Sophomore,Rarely,Pass
2,Comm,Rare,40,Freshman,Always,Pass
82,Comm,Always,1,Junior,Rarely,Fail
65,Cs,Always,16,Freshman,Rarely,Fail
67,Polsci,Rare,12,Sophomore,Rarely,Fail
14,Stat,Rare,1,Senior,Rarely,Fail
6,Stat,Always,64,Junior,Always,Fail
65,Stat,Always,8,Sophomore,Rarely,Fail
69,Polsci,Always,6,Junior,Rarely,Pass
68,Stat,Always,87,Freshman,Rarely,Fail
100,Comm,Always,96,Junior,Rarely,Pass
0,Cs,Always,69,Sophomore,Rarely,Pass
77,Comm,Rare,26,Senior,Rarely,Fail
70,Comm,Rare,62,Senior,Rarely,Pass
5,Stat,Rare,50,Junior,Rarely,Fail
73,Comm,Always,25,Senior,Always,Pass
90,Comm,Rare,15,Sophomore,Always,Pass
3,Polsci,Always,28,Sophomore,Always,Pass
99,Polsci,Always,69,Junior,Always,Pass
70,Polsci,Always,25,Senior,Always,Pass
95,Comm,Always,64,Sophomore,Rarely,Pass
30,Comm,Always,28,Freshman,Always,Fail
89,Stat,Rare,100,Freshman,Rarely,Fail
54,Comm,Rare,98,Senior,Rarely,Pass
21,Cs,Always,27,Senior,Rarely,Fail
46,Comm,Rare,84,Junior,Rarely,Pass
57,Polsci,Rare,0,Sophomore,Always,Fail
32,Polsci,Always,82,Junior,Rarely,Pass
94,Polsci,Always,51,Senior,Always,Pass
23,Stat,Rare,71,Junior,Rarely,Pass
40,Polsci,Rare,20,Freshman,Rarely,Fail
86,Polsci,Rare,77,Freshman,Rarely,Pass
38,Cs,Always,92,Senior,Always,Pass
52,Stat,Rare,55,Sophomore,Rarely,Fail
63,Polsci,Always,29,Senior,Rarely,Pass
74,Cs,Rare,29,Junior,Rarely,Fail
36,Comm,Always,7,Sophomore,Rarely,Fail
88,Cs,Rare,9,Sophomore,Rarely,Fail
23,Cs,Always,3,Junior,Rarely,Fail
1,Comm,Always,92,Senior,Always,Pass
80,Cs,Always,23,Junior,Rarely,Fail
73,Stat,Rare,45,Senior,Always,Fail
81,Stat,Rare,0,Freshman,Always,Fail
5,Comm,Rare,90,Freshman,Rarely,Pass
39,Stat,Always,56,Senior,Always,Fail
86,Comm,Rare,65,Freshman,Always,Fail
0,Comm,Always,85,Junior,Always,Pass
1,Polsci,Always,73,Freshman,Rarely,Pass
84,Cs,Always,44,Junior,Always,Fail
91,Cs,Always,33,Junior,Always,Fail
8,Polsci,Rare,84,Senior,Rarely,Pass
78,Cs,Always,8,Junior,Rarely,Fail
6,Stat,Rare,73,Junior,Always,Fail
68,Polsci,Rare,10,Freshman,Always,Fail
21,Comm,Rare,69,Junior,Always,Pass
47,Cs,Rare,26,Junior,Rarely,Fail
66,Comm,Always,32,Freshman,Rarely,Fail
87,Stat,Always,69,Freshman,Always,Pass
10,Stat,Rare,28,Junior,Always,Fail
57,Stat,Rare,11,Sophomore,Always,Fail
25,Comm,Rare,44,Junior,Always,Pass
15,Polsci,Always,87,Senior,Rarely,Pass
71,Stat,Always,23,Freshman,Rarely,Fail
81,Cs,Always,36,Junior,Always,Fail
30,Polsci,Rare,64,Senior,Rarely,Fail
7,Polsci,Always,22,Junior,Rarely,Pass
5,Stat,Always,46,Junior,Always,Fail
15,Stat,Always,51,Freshman,Rarely,Fail
23,Comm,Rare,7,Freshman,Rarely,Fail
76,Polsci,Rare,3,Junior,Rarely,Fail
33,Cs,Rare,97,Senior,Rarely,Pass
65,Comm,Rare,6,Senior,Rarely,Fail
45,Polsci,Rare,14,Sophomore,Rarely,Fail
79,Stat,Always,68,Freshman,Rarely,Pass
41,Stat,Always,42,Freshman,Rarely,Fail
28,Stat,Rare,66,Sophomore,Always,Pass
24,Cs,Rare,58,Sophomore,Always,Pass
6,Polsci,Rare,81,Sophomore,Always,Fail
4,Comm,Rare,91,Sophomore,Rarely,Pass
46,Cs,Always,81,Freshman,Always,Pass
31,Cs,Always,52,Junior,Always,Fail
32,Cs,Rare,52,Junior,Rarely,Fail
58,Comm,Always,94,Sophomore,Always,Pass
56,Cs,Always,82,Sophomore,Rarely,Pass
39,Comm,Rare,61,Sophomore,Always,Pass
8,Cs,Rare,56,Junior,Always,Fail
61,Polsci,Always,35,Junior,Rarely,Pass
58,Comm,Rare,25,Sophomore,Rarely,Fail
52,Cs,Always,95,Freshman,Always,Pass
25,Comm,Always,90,Senior,Always,Pass
91,Stat,Always,25,Freshman,Always,Fail
73,Stat,Always,17,Senior,Always,Fail
58,Comm,Rare,84,Sophomore,Rarely,Pass
97,Polsci,Always,27,Senior,Rarely,Pass
46,Cs,Rare,69,Senior,Rarely,Fail
23,Cs,Always,95,Sophomore,Rarely,Fail
88,Comm,Rare,37,Senior,Always,Pass
96,Stat,Rare,35,Senior,Rarely,Fail
51,Polsci,Always,27,Senior,Always,Pass
89,Polsci,Always,78,Senior,Rarely,Pass
46,Polsci,Always,59,Senior,Rarely,Fail
52,Cs,Always,60,Junior,Rarely,Fail
47,Stat,Rare,76,Senior,Rarely,Pass
95,Cs,Rare,96,Sophomore,Rarely,Fail
64,Comm,Always,8,Sophomore,Rarely,Fail
76,Stat,Rare,45,Senior,Always,Fail
2,Stat,Always,71,Sophomore,Rarely,Fail
75,Cs,Always,57,Sophomore,Rarely,Pass
66,Stat,Rare,33,Freshman,Rarely,Fail
10,Comm,Rare,85,Junior,Always,Pass
66,Stat,Always,62,Freshman,Rarely,Pass
43,Polsci,Rare,5,Freshman,Rarely,Fail
25,Polsci,Rare,46,Sophomore,Always,Fail
74,Comm,Always,87,Junior,Rarely,Pass
93,Cs,Always,76,Senior,Always,Pass
81,Polsci,Rare,9,Senior,Always,Fail
93,Comm,Rare,17,Senior,Always,Pass
77,Cs,Always,69,Senior,Always,Fail
47,Stat,Always,22,Junior,Always,Fail
71,Stat,Rare,15,Senior,Always,Fail
62,Stat,Always,86,Junior,Rarely,Pass
84,Comm,Always,8,Junior,Rarely,Fail
33,Stat,Rare,96,Sophomore,Rarely,Pass
7,Cs,Always,61,Junior,Always,Fail
58,Stat,Rare,14,Freshman,Always,Fail
97,Comm,Rare,41,Senior,Rarely,Fail
57,Stat,Rare,6,Junior,Rarely,Fail
83,Comm,Rare,2,Freshman,Always,Pass
36,Cs,Always,1,Junior,Always,Fail
55,Comm,Rare,69,Senior,Rarely,Pass
60,Stat,Always,100,Junior,Always,Pass
36,Comm,Always,45,Junior,Always,Pass
5,Stat,Rare,49,Sophomore,Always,Fail
79,Stat,Always,99,Senior,Rarely,Pass
61,Comm,Always,85,Sophomore,Always,Pass
2,Comm,Rare,58,Senior,Rarely,Pass
3,Polsci,Always,22,Sophomore,Always,Pass
96,Polsci,Always,59,Sophomore,Always,Pass
47,Stat,Always,76,Freshman,Always,Pass
12,Comm,Rare,92,Freshman,Rarely,Pass
66,Comm,Rare,73,Sophomore,Always,Pass
93,Cs,Always,75,Junior,Rarely,Pass
55,Comm,Always,51,Senior,Always,Pass
52,Polsci,Always,97,Sophomore,Rarely,Pass
90,Polsci,Always,13,Junior,Rarely,Pass
60,Comm,Always,47,Sophomore,Always,Pass
42,Stat,Always,37,Freshman,Always,Fail
56,Cs,Rare,5,Junior,Always,Fail
81,Stat,Rare,50,Sophomore,Rarely,Fail
61,Cs,Rare,74,Junior,Always,Pass
44,Stat,Rare,76,Freshman,Always,Pass
93,Stat,Always,63,Junior,Always,Pass
85,Comm,Always,92,Sophomore,Rarely,Pass
25,Comm,Rare,43,Junior,Rarely,Pass
84,Stat,Always,91,Freshman,Always,Fail
52,Comm,Always,22,Sophomore,Rarely,Fail
59,Cs,Rare,64,Senior,Rarely,Fail
2,Cs,Always,46,Junior,Rarely,Fail
82,Polsci,Rare,26,Sophomore,Always,Fail
1,Comm,Rare,12,Senior,Always,Pass
30,Cs,Always,17,Freshman,Rarely,Fail
20,Polsci,Always,95,Freshman,Rarely,Pass
43,Cs,Rare,36,Sophomore,Rarely,Fail
12,Polsci,Rare,37,Sophomore,Rarely,Fail
66,Stat,Always,49,Junior,Rarely,Fail
4,Cs,Rare,75,Freshman,Rarely,Pass
18,Comm,Always,93,Senior,Always,Pass
12,Comm,Always,77,Junior,Rarely,Pass
37,Polsci,Always,87,Sophomore,Rarely,Pass
63,Polsci,Rare,11,Freshman,Rarely,Fail
61,Stat,Always,14,Freshman,Always,Fail
21,Cs,Always,93,Junior,Rarely,Pass
33,Comm,Rare,54,Junior,Rarely,Pass
85,Comm,Always,64,Sophomore,Rarely,Pass
27,Cs,Rare,55,Sophomore,Rarely,Pass
37,Cs,Always,89,Sophomore,Rarely,Pass
51,Comm,Rare,56,Freshman,Always,Pass
55,Comm,Rare,49,Sophomore,Always,Pass
67,Stat,Rare,70,Freshman,Rarely,Pass
0,Comm,Rare,50,Freshman,Rarely,Pass
77,Polsci,Always,6,Senior,Rarely,Pass
51,Polsci,Always,59,Senior,Rarely,Pass
6,Cs,Rare,90,Freshman,Rarely,Pass
8,Polsci,Rare,5,Senior,Rarely,Fail
80,Cs,Always,31,Junior,Always,Fail
41,Cs,Rare,7,Junior,Rarely,Fail
28,Polsci,Always,92,Freshman,Rarely,Pass
4,Cs,Rare,95,Senior,Always,Pass
47,Polsci,Always,50,Junior,Always,Fail
35,Comm,Always,20,Sophomore,Rarely,Fail
4,Comm,Always,51,Junior,Always,Pass
9,Comm,Always,11,Freshman,Rarely,Fail
35,Stat,Rare,96,Sophomore,Always,Fail
51,Polsci,Always,95,Freshman,Always,Pass
71,Stat,Rare,30,Freshman,Rarely,Fail
4,Stat,Rare,1,Senior,Rarely,Fail
91,Cs,Rare,52,Sophomore,Always,Pass
29,Cs,Always,46,Junior,Rarely,Fail
34,Comm,Rare,14,Sophomore,Always,Pass
34,Polsci,Always,0,Freshman,Rarely,Pass
26,Comm,Rare,71,Senior,Rarely,Pass
44,Stat,Always,8,Freshman,Rarely,Fail
96,Stat,Rare,80,Freshman,Rarely,Pass
29,Cs,Always,94,Junior,Always,Pass
79,Cs,Rare,91,Junior,Always,Pass
62,Comm,Rare,4,Sophomore,Rarely,Fail
91,Comm,Always,93,Junior,Always,Pass
72,Comm,Always,46,Freshman,Rarely,Pass
35,Comm,Rare,71,Junior,Always,Pass
45,Comm,Rare,26,Sophomore,Rarely,Fail
44,Polsci,Always,85,Freshman,Always,Pass
44,Cs,Rare,52,Sophomore,Rarely,Pass
32,Stat,Rare,17,Freshman,Always,Fail
73,Stat,Rare,55,Senior,Rarely,Fail
100,Polsci,Always,66,Sophomore,Rarely,Fail
3,Cs,Always,40,Sophomore,Rarely,Fail
75,Cs,Rare,53,Junior,Always,Fail
31,Comm,Rare,92,Freshman,Rarely,Pass
26,Stat,Always,69,Senior,Always,Pass
93,Stat,Always,69,Senior,Rarely,Fail
73,Comm,Always,73,Freshman,Always,Pass
4,Polsci,Always,50,Junior,Rarely,Pass
18,Cs,Rare,60,Senior,Rarely,Fail
56,Polsci,Rare,51,Sophomore,Always,Pass
78,Stat,Always,2,Senior,Rarely,Fail
13,Comm,Rare,45,Junior,Always,Fail
9,Polsci,Always,48,Sophomore,Always,Pass
98,Comm,Always,88,Sophomore,Always,Pass
37,Cs,Always,16,Senior,Always,Fail
94,Stat,Rare,49,Freshman,Always,Fail
21,Comm,Rare,67,Junior,Rarely,Pass
24,Polsci,Rare,6,Freshman,Always,Fail
14,Comm,Always,9,Freshman,Always,Pass
72,Stat,Always,4,Senior,Rarely,Fail
35,Polsci,Rare,61,Senior,Rarely,Fail
44,Cs,Rare,8,Sophomore,Rarely,Fail
94,Stat,Rare,64,Freshman,Always,Fail
11,Comm,Always,90,Freshman,Rarely,Pass
30,Cs,Rare,10,Senior,Rarely,Fail
61,Polsci,Always,80,Freshman,Rarely,Pass
6,Comm,Always,28,Sophomore,Always,Fail
5,Cs,Rare,74,Freshman,Rarely,Pass
97,Polsci,Always,85,Junior,Rarely,Pass
98,Comm,Rare,28,Freshman,Always,Fail
37,Polsci,Rare,35,Senior,Rarely,Fail
50,Stat,Rare,63,Freshman,Rarely,Pass
93,Cs,Always,87,Senior,Rarely,Fail
99,Cs,Always,47,Junior,Rarely,Fail
37,Comm,Rare,7,Senior,Always,Pass
85,Stat,Always,20,Junior,Rarely,Fail
14,Comm,Rare,13,Senior,Rarely,Fail
43,Polsci,Rare,3,Junior,Rarely,Fail
13,Stat,Always,79,Senior,Always,Fail
46,Stat,Always,80,Sophomore,Rarely,Pass
67,Polsci,Always,16,Junior,Always,Pass
16,Polsci,Always,57,Senior,Always,Pass
61,Cs,Always,24,Junior,Rarely,Fail
66,Stat,Always,2,Freshman,Always,Fail
23,Cs,Always,37,Sophomore,Rarely,Fail
91,Stat,Always,43,Senior,Always,Fail
25,Cs,Rare,17,Freshman,Always,Fail
48,Polsci,Rare,24,Sophomore,Rarely,Fail
92,Cs,Always,9,Senior,Always,Fail
86,Polsci,Always,46,Freshman,Rarely,Pass
19,Stat,Always,43,Senior,Rarely,Fail
79,Cs,Rare,56,Junior,Rarely,Fail
49,Stat,Rare,49,Sophomore,Always,Fail
23,Comm,Rare,22,Sophomore,Always,Pass
14,Polsci,Rare,51,Senior,Always,Pass
99,Cs,Always,18,Senior,Always,Fail
88,Polsci,Always,57,Junior,Rarely,Pass
5,Polsci,Always,10,Senior,Rarely,Pass
86,Polsci,Rare,95,Senior,Rarely,Pass
7,Stat,Always,56,Junior,Rarely,Fail
15,Comm,Always,18,Junior,Rarely,Fail
100,Stat,Always,45,Sophomore,Rarely,Fail
37,Polsci,Always,30,Sophomore,Always,Pass
74,Cs,Rare,68,Sophomore,Rarely,Pass
95,Stat,Always,75,Sophomore,Rarely,Pass
38,Comm,Always,40,Senior,Rarely,Pass
34,Cs,Always,87,Sophomore,Rarely,Fail
12,Stat,Rare,9,Sophomore,Rarely,Fail
75,Polsci,Always,66,Senior,Always,Pass
63,Polsci,Rare,79,Senior,Always,Pass
9,Cs,Always,18,Sophomore,Always,Fail
38,Cs,Always,75,Junior,Always,Pass
15,Stat,Rare,3,Senior,Rarely,Fail
26,Polsci,Always,38,Junior,Always,Pass
46,Comm,Always,7,Senior,Always,Pass
59,Stat,Rare,93,Junior,Always,Fail
1,Polsci,Always,26,Freshman,Rarely,Pass
78,Stat,Rare,46,Sophomore,Rarely,Fail
18,Cs,Rare,9,Senior,Rarely,Fail
48,Stat,Always,68,Senior,Rarely,Pass
44,Cs,Rare,70,Freshman,Rarely,Pass
77,Stat,Always,95,Junior,Rarely,Pass
40,Polsci,Rare,5,Senior,Rarely,Fail
40,Polsci,Always,76,Freshman,Always,Pass
45,Cs,Always,92,Freshman,Always,Pass
74,Cs,Always,18,Junior,Rarely,Fail
33,Polsci,Always,48,Freshman,Always,Pass
83,Cs,Always,43,Sophomore,Rarely,Fail
43,Cs,Rare,96,Freshman,Rarely,Pass
95,Comm,Rare,1,Sophomore,Always,Pass
23,Cs,Rare,55,Senior,Rarely,Fail
9,Comm,Always,68,Senior,Rarely,Fail
55,Cs,Rare,53,Freshman,Always,Fail
82,Comm,Rare,68,Junior,Always,Pass
33,Comm,Rare,8,Senior,Always,Pass
74,Stat,Rare,58,Freshman,Rarely,Fail
64,Cs,Rare,60,Freshman,Always,Fail
62,Comm,Always,47,Sophomore,Always,Pass
56,Cs,Rare,14,Junior,Rarely,Fail
8,Polsci,Always,67,Senior,Rarely,Pass
35,Cs,Rare,99,Freshman,Always,Pass
73,Comm,Rare,61,Sophomore,Always,Pass
54,Polsci,Rare,18,Junior,Always,Fail
62,Cs,Rare,93,Sophomore,Always,Pass
93,Comm,Rare,61,Sophomore,Rarely,Fail
79,Comm,Always,87,Junior,Rarely,Pass
74,Cs,Rare,21,Sophomore,Always,Fail
7,Cs,Rare,33,Junior,Always,Fail
65,Cs,Rare,86,Freshman,Rarely,Pass
72,Cs,Always,7,Freshman,Always,Fail
81,Comm,Always,20,Sophomore,Rarely,Fail
47,Polsci,Rare,61,Junior,Rarely,Pass
68,Polsci,Rare,10,Senior,Rarely,Fail
40,Stat,Rare,20,Junior,Always,Fail
58,Polsci,Rare,92,Senior,Always,Pass
39,Cs,Rare,46,Freshman,Always,Fail
27,Stat,Always,66,Junior,Always,Pass
14,Stat,Rare,37,Freshman,Always,Fail
21,Comm,Always,21,Freshman,Rarely,Fail
39,Cs,Always,57,Sophomore,Rarely,Pass
65,Comm,Always,1,Senior,Always,Pass
27,Comm,Rare,66,Freshman,Always,Pass
29,Cs,Always,73,Freshman,Rarely,Pass
0,Polsci,Always,8,Senior,Always,Pass
96,Comm,Rare,11,Freshman,Always,Pass
99,Comm,Rare,39,Junior,Rarely,Fail
55,Stat,Rare,94,Freshman,Rarely,Fail
88,Polsci,Rare,53,Freshman,Always,Fail
97,Comm,Always,59,Senior,Rarely,Pass
71,Stat,Rare,10,Freshman,Always,Fail
1,Stat,Rare,82,Senior,Rarely,Fail
62,Cs,Rare,40,Senior,Rarely,Fail
34,Cs,Rare,78,Junior,Rarely,Fail
62,Stat,Rare,49,Sophomore,Always,Fail
70,Cs,Rare,1,Freshman,Always,Fail
98,Polsci,Rare,45,Freshman,Rarely,Fail
25,Cs,Rare,75,Junior,Always,Pass
67,Polsci,Always,69,Freshman,Rarely,Pass
35,Polsci,Rare,37,Freshman,Always,Fail
86,Stat,Rare,90,Junior,Rarely,Pass
47,Cs,Always,85,Freshman,Rarely,Pass
37,Comm,Always,66,Sophomore,Always,Pass
77,Cs,Rare,22,Junior,Always,Fail
73,Cs,Rare,50,Sophomore,Always,Fail
64,Cs,Rare,38,Sophomore,Always,Fail
24,Cs,Always,5,Freshman,Always,Fail
46,Comm,Always,57,Junior,Always,Pass
90,Stat,Rare,79,Senior,Always,Pass
2,Stat,Always,35,Freshman,Rarely,Fail
12,Cs,Rare,72,Junior,Always,Pass
69,Polsci,Rare,44,Freshman,Always,Fail
85,Stat,Always,79,Sophomore,Rarely,Pass
69,Stat,Always,85,Junior,Always,Pass
42,Polsci,Rare,92,Freshman,Always,Pass
74,Comm,Always,64,Freshman,Rarely,Pass
50,Comm,Rare,61,Sophomore,Always,Pass
55,Stat,Always,67,Sophomore,Rarely,Fail
29,Cs,Always,39,Freshman,Rarely,Fail
86,Polsci,Rare,95,Senior,Rarely,Fail
94,Comm,Rare,77,Sophomore,Rarely,Pass
72,Polsci,Always,100,Senior,Always,Pass
87,Polsci,Rare,14,Freshman,Rarely,Fail
63,Cs,Rare,77,Freshman,Rarely,Pass
23,Stat,Always,41,Sophomore,Always,Fail
28,Stat,Rare,2,Junior,Rarely,Fail
77,Cs,Always,49,Sophomore,Rarely,Fail
13,Polsci,Rare,69,Senior,Rarely,Pass
24,Polsci,Rare,26,Sophomore,Rarely,Fail
87,Comm,Rare,91,Senior,Rarely,Pass
15,Cs,Always,3,Freshman,Always,Fail
17,Stat,Always,27,Sophomore,Rarely,Fail
56,Stat,Rare,35,Junior,Rarely,Fail
77,Polsci,Rare,82,Junior,Always,Pass
