Doze,Participation,Question,Score,Text,Grade
Always,55,Never,25,Always,A
Always,44,Always,6,Never,C
Always,24,Always,36,Always,F
Never,91,Never,13,Sometimes,C
Always,65,Never,55,Never,C
Always,17,Always,32,Sometimes,F
Always,42,Never,6,Sometimes,C
Always,80,Never,24,Always,A
Never,86,Always,83,Sometimes,A
Always,92,Never,75,Always,C
Always,64,Always,33,Sometimes,C
Always,78,Always,56,Never,D
Always,95,Always,41,Always,F
Never,24,Never,9,Sometimes,F
Never,40,Never,39,Never,D
Never,10,Never,64,Sometimes,C
Never,61,Never,58,Always,A
Always,54,Always,9,Always,F
Never,49,Never,18,Sometimes,D
Always,97,Never,81,Never,B
Never,73,Never,78,Never,F
Always,66,Always,9,Sometimes,D
Always,72,Never,36,Always,F
Always,68,Never,65,Always,C
Never,54,Always,50,Sometimes,B
Always,33,Always,26,Always,D
Always,54,Never,10,Never,C
Never,47,Never,57,Always,D
Always,86,Never,100,Never,A
Never,28,Never,66,Sometimes,C
Never,61,Never,40,Never,C
Always,30,Always,85,Never,A
Never,38,Always,19,Sometimes,F
Never,83,Always,84,Always,A
Never,61,Never,82,Never,B
Always,54,Never,28,Always,B
Never,74,Never,83,Never,A
Never,23,Always,44,Always,F
Always,4,Always,2,Always,F
Never,14,Never,33,Sometimes,D
Never,12,Always,20,Always,F
Always,54,Always,58,Sometimes,C
Always,49,Always,28,Never,F
Never,35,Always,12,Sometimes,D
Always,72,Never,79,Always,C
Always,20,Never,23,Always,F
Never,65,Always,35,Always,F
Always,23,Always,81,Sometimes,A
Always,44,Never,98,Always,B
Always,73,Never,45,Always,F
Never,3,Never,31,Always,F
Always,36,Never,76,Always,C
Always,38,Never,89,Sometimes,B
Never,78,Never,49,Never,C
Always,93,Never,63,Never,C
Never,86,Always,17,Always,D
Never,87,Never,12,Always,A
Always,92,Never,35,Always,B
Never,7,Always,34,Sometimes,D
Always,33,Always,13,Never,F
Always,73,Never,33,Never,D
Never,56,Always,94,Never,A
Never,17,Always,42,Sometimes,F
Never,3,Always,83,Sometimes,A
Always,53,Never,27,Always,D
Always,62,Never,20,Sometimes,D
Always,0,Never,43,Sometimes,F
Never,59,Always,62,Always,F
Never,41,Never,26,Sometimes,C
Always,57,Always,50,Never,C
Always,66,Always,86,Sometimes,A
Never,77,Always,70,Always,D
Never,13,Always,11,Sometimes,D
Always,34,Always,65,Always,D
Never,73,Always,57,Sometimes,F
Never,72,Never,81,Always,B
Always,48,Always,35,Always,A
Never,85,Never,77,Sometimes,F
Always,40,Never,60,Never,C
Never,69,Always,25,Sometimes,D
Always,31,Never,19,Sometimes,F
Always,12,Always,87,Sometimes,A
Never,93,Always,12,Sometimes,C
Never,89,Always,35,Never,C
Always,77,Always,11,Never,F
Always,71,Never,75,Never,C
Never,58,Always,26,Never,C
Never,62,Never,9,Never,C
Never,93,Never,11,Never,C
Never,35,Never,24,Sometimes,F
Always,78,Always,51,Never,C
Never,82,Never,88,Always,A
Always,60,Never,43,Always,F
Always,21,Never,65,Sometimes,D
Never,91,Never,85,Sometimes,A
Never,30,Never,60,Never,D
Always,54,Never,8,Sometimes,D
Always,19,Always,53,Sometimes,C
Never,23,Always,69,Always,F
Never,74,Always,50,Never,D
Never,9,Always,77,Sometimes,A
Never,90,Never,95,Always,B
Always,38,Never,69,Always,C
Always,95,Always,46,Always,A
Always,48,Never,45,Never,F
Always,35,Never,7,Never,F
Never,36,Always,3,Sometimes,F
Always,39,Never,70,Always,C
Never,96,Never,57,Never,F
Always,1,Never,36,Sometimes,F
Always,75,Always,72,Never,C
Never,95,Never,66,Sometimes,D
Never,8,Never,7,Always,F
Always,98,Never,87,Always,B
Always,63,Always,87,Never,A
Always,63,Always,43,Sometimes,F
Never,91,Never,79,Never,C
Never,66,Always,68,Sometimes,B
Never,26,Never,8,Always,F
Always,96,Never,49,Sometimes,C
Never,21,Always,32,Always,D
Always,7,Always,48,Never,F
Never,8,Always,2,Always,F
Never,8,Always,74,Sometimes,B
Always,45,Always,67,Never,C
Never,10,Never,21,Always,D
Never,69,Never,98,Always,B
Always,40,Always,42,Sometimes,D
Always,38,Always,22,Never,F
Always,92,Always,37,Always,D
Always,85,Always,66,Sometimes,C
Never,71,Never,21,Sometimes,D
Never,26,Never,85,Sometimes,A
Never,27,Never,5,Sometimes,F
Never,1,Always,17,Never,F
Always,48,Always,56,Sometimes,C
Never,95,Never,27,Never,F
Always,6,Always,93,Sometimes,A
Always,36,Always,11,Always,D
Always,14,Always,49,Never,F
Always,6,Always,13,Always,F
Never,99,Never,84,Never,B
Never,36,Always,32,Always,F
Never,87,Never,51,Sometimes,B
Always,76,Never,52,Sometimes,C
Always,69,Always,32,Always,A
Always,74,Always,94,Sometimes,A
Always,69,Never,38,Always,F
Never,34,Always,20,Sometimes,D
Always,5,Never,10,Never,F
Always,24,Always,52,Always,C
Never,78,Always,32,Never,C
Always,6,Always,76,Always,C
Always,56,Always,98,Sometimes,A
Always,80,Always,61,Never,C
Always,91,Always,89,Always,A
Always,87,Never,2,Sometimes,F
Always,15,Always,10,Always,F
Never,97,Never,38,Always,F
Never,38,Never,79,Always,A
Never,43,Never,73,Never,B
Never,28,Never,11,Sometimes,F
Never,67,Always,59,Always,D
Always,45,Never,39,Never,C
Never,67,Always,11,Always,A
Always,97,Never,87,Sometimes,B
Always,27,Never,17,Never,F
Never,1,Always,85,Never,A
Never,87,Never,7,Never,C
Always,83,Never,84,Never,B
Never,27,Always,90,Always,A
Never,31,Always,75,Always,C
Never,12,Always,49,Always,F
Never,90,Never,83,Never,B
Always,87,Always,83,Never,A
Never,57,Always,43,Never,C
Always,95,Always,94,Sometimes,A
Always,69,Always,10,Always,F
Always,80,Always,73,Sometimes,D
Never,39,Always,92,Always,A
Always,33,Always,92,Sometimes,A
Never,3,Never,99,Never,B
Always,10,Always,6,Sometimes,D
Never,46,Always,35,Sometimes,C
Always,0,Always,84,Never,A
Always,14,Always,58,Never,C
Never,79,Always,78,Never,C
Always,30,Never,82,Always,B
Always,52,Always,57,Always,C
Always,19,Always,73,Always,C
Never,18,Always,16,Always,F
Always,78,Always,95,Sometimes,A
Never,62,Always,37,Always,C
Always,81,Always,27,Never,D
Never,41,Never,30,Never,C
Always,16,Never,68,Never,C
Always,56,Never,41,Never,D
Always,40,Never,32,Never,C
Never,9,Always,16,Sometimes,F
Always,18,Never,71,Always,C
Always,57,Never,27,Never,C
Never,90,Always,67,Sometimes,C
Never,84,Never,61,Sometimes,C
Always,45,Never,49,Never,F
Never,11,Never,96,Never,B
Never,47,Never,25,Sometimes,C
Always,13,Never,91,Never,A
Never,50,Never,39,Never,D
Never,30,Never,43,Always,F
Always,17,Always,11,Always,F
Never,25,Never,16,Always,F
Always,7,Always,24,Sometimes,F
Never,25,Never,56,Sometimes,F
Never,89,Never,13,Always,F
Never,15,Never,81,Always,B
Never,30,Always,45,Never,F
Always,58,Never,96,Never,A
Always,21,Never,34,Always,F
Never,29,Always,99,Sometimes,A
Always,79,Never,20,Always,A
Always,71,Never,34,Never,F
Never,59,Never,27,Never,C
Always,23,Always,97,Always,A
Always,44,Never,87,Sometimes,B
Never,28,Never,72,Sometimes,A
Always,72,Always,26,Sometimes,D
Always,88,Always,26,Never,C
Always,25,Never,98,Always,A
Always,50,Never,67,Always,C
Never,33,Always,65,Always,D
Never,83,Never,8,Always,A
Always,21,Never,29,Never,F
Always,36,Never,46,Never,F
Always,96,Always,65,Always,C
Always,85,Always,86,Sometimes,A
Never,30,Always,34,Never,F
Never,26,Always,74,Sometimes,C
Always,47,Always,78,Sometimes,C
Never,26,Never,38,Sometimes,F
Always,50,Never,62,Always,D
Always,40,Always,69,Always,C
Always,91,Always,45,Never,C
Never,15,Always,13,Always,F
Never,9,Always,9,Sometimes,F
Never,38,Always,29,Sometimes,F
Never,92,Never,67,Sometimes,C
Always,63,Never,61,Never,C
Never,20,Never,43,Sometimes,D
Always,71,Never,37,Sometimes,D
Always,30,Never,41,Sometimes,F
Never,62,Never,61,Sometimes,A
Always,45,Always,44,Never,C
Always,49,Always,50,Never,C
Always,41,Always,33,Sometimes,C
Never,28,Never,83,Never,B
Never,76,Never,94,Always,A
Always,74,Never,35,Never,F
Never,93,Always,88,Always,A
Always,87,Never,38,Always,A
Never,70,Always,33,Never,D
Never,35,Always,19,Never,F
Always,87,Always,62,Always,C
Always,50,Always,69,Never,C
Never,71,Always,92,Never,A
Always,85,Never,38,Never,C
Always,74,Always,87,Sometimes,A
Never,82,Never,61,Never,C
Never,14,Never,47,Never,D
Never,5,Always,47,Never,F
Always,90,Always,85,Sometimes,A
Never,45,Always,89,Always,A
Always,27,Never,88,Always,B
Never,35,Never,82,Always,B
Never,54,Always,25,Never,D
Never,48,Always,98,Sometimes,A
Never,23,Always,31,Never,F
Always,9,Always,38,Always,F
Never,48,Never,32,Never,C
Always,49,Never,72,Always,C
Never,54,Always,10,Sometimes,D
Always,99,Always,69,Always,D
Always,62,Always,15,Never,D
Always,72,Never,20,Never,C
Always,97,Always,68,Never,C
Always,53,Always,22,Always,A
Never,76,Always,57,Always,B
Always,48,Always,56,Always,C
Always,83,Always,18,Never,F
Never,11,Always,64,Sometimes,F
Always,6,Always,59,Sometimes,C
Never,78,Always,4,Always,A
Always,14,Always,80,Never,A
Never,53,Always,92,Always,A
Always,85,Always,81,Never,A
Always,69,Always,79,Never,D
Always,59,Always,77,Sometimes,D
Always,81,Always,32,Sometimes,D
Never,11,Always,86,Sometimes,A
Never,28,Never,93,Always,B
Never,95,Never,59,Always,C
Never,92,Always,70,Never,D
Always,7,Never,81,Sometimes,B
Never,1,Always,24,Always,F
Always,37,Always,90,Always,A
Never,88,Never,75,Never,F
Never,22,Always,95,Sometimes,A
Always,55,Never,9,Sometimes,F
Always,50,Always,34,Sometimes,D
Always,48,Always,4,Sometimes,C
Always,17,Never,87,Never,A
Never,6,Never,1,Sometimes,F
Never,81,Never,95,Never,B
Never,33,Never,53,Always,A
Never,95,Always,53,Always,F
Always,83,Always,6,Never,C
Never,22,Always,88,Always,A
Never,12,Always,0,Never,D
Always,76,Always,23,Sometimes,F
Never,80,Never,68,Sometimes,A
Always,91,Never,100,Never,B
Never,25,Always,57,Sometimes,B
Always,33,Never,22,Never,F
Always,57,Never,45,Never,C
Always,31,Always,30,Never,D
Never,33,Always,19,Sometimes,F
Always,82,Never,30,Never,C
Never,46,Always,15,Never,C
Never,99,Always,27,Sometimes,C
Always,20,Always,32,Never,F
Always,91,Always,31,Sometimes,D
Never,82,Never,90,Always,B
Never,84,Always,6,Never,C
Never,10,Never,36,Sometimes,F
Always,88,Never,25,Always,F
Always,7,Always,51,Sometimes,D
Never,10,Never,84,Never,A
Always,28,Always,93,Never,A
Never,63,Always,24,Sometimes,D
Never,32,Always,24,Always,D
Always,39,Always,79,Always,C
Always,44,Always,97,Never,A
Always,85,Always,99,Never,A
Never,92,Never,28,Never,D
Never,9,Never,37,Never,D
Never,71,Never,78,Always,A
Always,37,Always,30,Always,F
Never,73,Always,13,Never,C
Always,46,Always,19,Sometimes,C
Never,12,Always,40,Sometimes,F
Always,34,Never,12,Never,F
Always,79,Always,1,Never,F
Always,86,Always,71,Never,C
Always,66,Always,44,Always,F
Never,44,Always,79,Sometimes,F
Never,63,Never,52,Sometimes,C
Always,65,Never,36,Never,C
Never,72,Never,32,Always,A
Always,87,Always,78,Sometimes,C
Never,8,Always,24,Sometimes,F
Always,61,Never,28,Sometimes,D
Always,100,Never,18,Always,A
Always,49,Never,41,Never,C
Never,65,Always,19,Sometimes,C
Always,84,Never,19,Always,B
Always,31,Always,17,Sometimes,F
Always,35,Always,38,Always,F
Never,5,Always,26,Always,F
Never,1,Always,33,Always,D
Always,65,Always,28,Sometimes,F
Always,61,Never,53,Sometimes,C
Never,81,Always,10,Never,F
Always,53,Never,28,Sometimes,D
Never,77,Always,5,Always,C
Always,72,Never,0,Never,C
Always,21,Always,61,Never,C
Always,94,Never,10,Never,C
Never,33,Always,50,Always,C
Always,65,Never,5,Never,C
Always,43,Never,93,Never,B
Always,92,Never,49,Never,C
Always,41,Always,52,Sometimes,C
Always,67,Never,60,Never,C
Always,3,Never,40,Never,F
Never,29,Never,99,Always,A
Never,32,Never,71,Sometimes,B
Never,17,Never,71,Never,C
Always,11,Never,74,Always,C
Never,68,Always,56,Sometimes,F
Always,68,Always,63,Never,D
Never,91,Never,75,Never,A
Never,93,Always,50,Always,A
Never,55,Never,19,Sometimes,D
Never,67,Never,74,Sometimes,B
Never,13,Always,59,Always,C
Never,26,Always,52,Never,B
Never,93,Always,65,Never,D
Always,76,Never,72,Never,C
Always,93,Always,100,Sometimes,A
Never,99,Always,1,Sometimes,F
Never,56,Never,90,Always,A
Never,32,Never,4,Sometimes,D
Always,58,Always,89,Never,A
Never,15,Never,44,Always,F
Always,32,Always,69,Always,C
Always,51,Never,3,Never,C
Always,49,Never,73,Never,C
Never,79,Always,99,Sometimes,A
Never,17,Always,75,Never,A
Always,94,Never,55,Always,C
Never,78,Always,12,Never,C
Always,96,Never,38,Never,C
Always,89,Never,50,Always,C
Always,24,Always,52,Always,C
Never,78,Never,46,Sometimes,C
Always,44,Never,43,Always,B
Always,72,Always,92,Sometimes,A
Always,84,Always,92,Always,A
Always,1,Never,37,Never,F
Never,97,Never,67,Always,B
Always,34,Always,73,Always,C
Never,90,Never,47,Always,B
Never,24,Never,54,Never,A
Never,38,Never,97,Sometimes,A
Never,43,Never,47,Always,C
Never,31,Never,12,Always,F
Always,0,Never,68,Always,C
Never,82,Always,15,Never,C
Never,40,Never,63,Sometimes,B
Never,58,Always,64,Always,C
Always,48,Always,57,Never,C
Never,94,Never,20,Always,F
Always,7,Always,97,Always,B
Always,64,Never,85,Never,A
Never,23,Never,8,Sometimes,D
Always,62,Never,62,Never,D
Always,63,Always,5,Sometimes,D
Never,83,Never,20,Always,A
Never,22,Always,44,Sometimes,D
Never,36,Never,62,Never,A
Never,99,Always,19,Sometimes,D
Never,41,Always,7,Always,A
Always,30,Never,12,Always,F
Always,80,Never,80,Never,A
Never,90,Never,77,Sometimes,B
Never,26,Always,72,Always,C
Never,53,Never,5,Never,C
Never,91,Never,51,Sometimes,D
Always,85,Always,25,Never,D
Never,87,Never,79,Never,C
Always,48,Never,2,Sometimes,D
Always,60,Never,98,Sometimes,A
Always,38,Always,37,Never,F
Never,48,Never,22,Never,C
Always,57,Always,46,Never,F
Never,14,Always,60,Always,F
Never,93,Never,15,Never,D
Never,65,Never,39,Never,C
Always,92,Never,9,Never,C
Never,18,Always,79,Sometimes,B
Always,41,Never,6,Never,F
Always,32,Always,70,Never,C
Always,88,Never,78,Always,C
Always,64,Always,10,Sometimes,D
Always,31,Never,28,Always,F
Always,32,Never,100,Sometimes,B
Never,70,Never,56,Always,D
Always,93,Never,69,Never,C
Always,88,Never,67,Sometimes,C
Never,15,Always,2,Never,D
Always,2,Always,26,Sometimes,F
Never,25,Always,13,Sometimes,F
Always,44,Never,77,Always,C
Always,76,Always,100,Never,A
Always,10,Never,92,Sometimes,A
Always,18,Never,37,Never,F
Never,79,Never,49,Sometimes,D
Always,73,Never,64,Always,D
Always,76,Always,12,Never,C
Never,76,Always,74,Never,D
Never,41,Never,17,Never,C
Never,30,Never,100,Always,A
Always,39,Never,31,Never,F
Never,15,Always,29,Never,F
Always,86,Always,36,Always,B
Never,3,Never,67,Always,F
Never,40,Never,25,Always,C
Never,46,Never,39,Sometimes,D
Never,14,Never,97,Always,B
Never,46,Never,95,Always,B
Always,34,Always,53,Never,C
Always,86,Never,42,Sometimes,C
Never,52,Never,77,Sometimes,D
Always,49,Never,72,Never,C
Always,1,Never,42,Sometimes,F
Always,1,Always,58,Never,C
Never,21,Never,1,Always,F
Never,4,Never,57,Never,A
Always,76,Never,27,Always,B
Never,86,Never,50,Always,F
Never,37,Always,6,Sometimes,F
Never,9,Never,78,Sometimes,B
Always,97,Never,45,Sometimes,D
Always,5,Never,63,Sometimes,C
Never,98,Always,93,Never,A
Always,82,Always,38,Sometimes,F
Never,54,Always,46,Always,A
Always,80,Always,31,Sometimes,C
Always,76,Never,29,Never,C
Never,89,Never,94,Never,B
Never,67,Never,21,Always,F
Always,65,Always,35,Sometimes,C
Always,60,Always,68,Never,C
Never,99,Always,29,Sometimes,C
Always,98,Never,75,Always,C
Always,83,Always,12,Always,D
Always,99,Always,24,Sometimes,C
Always,53,Always,67,Never,C
Never,90,Never,99,Never,B
Never,21,Never,77,Sometimes,F
Never,86,Always,91,Sometimes,B
Always,20,Always,16,Sometimes,F
Always,22,Never,65,Sometimes,C
Never,29,Never,47,Never,F
Always,11,Always,52,Sometimes,C
Always,64,Never,24,Sometimes,D
Always,3,Always,44,Always,F
Always,89,Never,72,Always,C
Always,98,Never,43,Sometimes,F
Never,70,Never,57,Sometimes,F
Never,9,Never,51,Never,C
Always,97,Never,18,Never,C
Always,80,Never,7,Always,F
Never,33,Never,92,Sometimes,A
Never,84,Always,4,Never,C
Always,57,Always,52,Sometimes,D
Never,85,Always,53,Always,C
Never,45,Never,9,Never,C
Never,16,Always,55,Sometimes,A
Never,75,Always,6,Sometimes,D
Never,0,Never,51,Never,A
Always,39,Never,3,Never,F
Never,3,Never,18,Sometimes,F
Always,28,Always,73,Sometimes,D
Never,4,Always,30,Never,F
Never,0,Always,51,Always,D
Never,4,Never,73,Sometimes,F
Always,96,Always,70,Sometimes,C
Always,38,Never,60,Never,C
Never,94,Never,70,Always,F
Always,63,Never,67,Sometimes,C
Always,73,Never,7,Sometimes,D
Never,68,Never,41,Always,D
Always,73,Always,86,Sometimes,A
Never,97,Always,45,Never,C
Never,26,Never,66,Never,F
Never,49,Never,53,Always,C
Never,32,Never,3,Sometimes,D
Always,38,Never,31,Sometimes,D
Always,26,Always,84,Always,A
Always,48,Never,78,Never,C
Never,36,Never,78,Sometimes,A
Never,10,Always,29,Never,D
Always,30,Always,14,Sometimes,F
Always,4,Never,36,Always,F
Never,67,Never,39,Always,F
Never,68,Never,79,Never,F
Always,83,Never,69,Sometimes,C
Never,34,Always,16,Sometimes,F
Never,91,Always,50,Never,F
Always,73,Never,74,Sometimes,D
Always,100,Always,28,Sometimes,C
Never,63,Never,80,Always,B
Never,24,Never,83,Never,B
Never,34,Never,9,Sometimes,D
Never,65,Never,78,Never,A
Never,60,Never,88,Sometimes,B
Always,82,Always,67,Sometimes,C
Never,58,Never,59,Never,F
Never,48,Always,97,Never,A
Never,18,Always,55,Never,A
Always,17,Always,61,Sometimes,C
Never,27,Always,87,Always,B
Never,16,Never,56,Sometimes,A
Never,37,Always,30,Sometimes,F
Always,22,Always,1,Always,F
Always,27,Never,22,Always,F
Always,41,Always,91,Sometimes,A
Always,38,Never,50,Sometimes,C
Never,100,Always,34,Never,C
Never,62,Never,30,Sometimes,C
Never,55,Always,31,Sometimes,C
Never,12,Always,22,Always,D
Never,52,Always,42,Sometimes,C
Never,58,Never,22,Sometimes,D
Always,60,Always,64,Sometimes,C
Always,40,Always,99,Never,A
Always,100,Always,90,Never,A
Always,17,Always,93,Always,A
Always,51,Never,76,Sometimes,C
Never,26,Always,51,Sometimes,F
Always,31,Never,52,Always,C
Never,51,Always,95,Never,A
Always,51,Always,87,Always,A
Never,69,Always,38,Always,C
Always,50,Always,4,Sometimes,D
Never,61,Never,7,Never,C
Never,33,Always,32,Never,F
Always,100,Always,51,Always,C
Never,38,Always,47,Sometimes,D
Always,17,Never,62,Always,C
Never,47,Never,50,Sometimes,B
Never,100,Always,88,Sometimes,A
Never,85,Never,10,Always,D
Always,12,Never,97,Sometimes,A
Never,40,Always,28,Sometimes,D
Always,90,Always,27,Always,C
Never,52,Never,56,Never,D
Always,14,Never,34,Always,D
Never,39,Always,71,Never,B
Always,9,Never,65,Never,C
Always,35,Always,41,Never,F
Always,31,Always,21,Never,F
Always,8,Always,43,Always,F
Never,19,Always,36,Never,F
Always,56,Never,47,Always,B
Always,74,Always,37,Never,C
Always,65,Always,11,Never,F
Always,100,Never,30,Never,C
Always,18,Never,85,Sometimes,A
Always,100,Always,58,Sometimes,C
Never,74,Always,12,Always,F
Never,32,Never,100,Sometimes,B
Always,92,Never,11,Always,B
Always,12,Never,94,Always,B
Always,69,Always,38,Never,D
Never,18,Never,63,Never,B
Never,16,Always,100,Sometimes,B
Never,56,Never,1,Sometimes,D
Never,96,Never,19,Always,C
Always,69,Always,16,Sometimes,C
Never,11,Never,48,Sometimes,F
Never,98,Never,6,Sometimes,D
Always,57,Never,2,Always,B
Never,97,Always,27,Never,C
Always,97,Never,38,Sometimes,D
Always,34,Never,52,Always,C
Never,18,Always,87,Sometimes,A
Never,97,Never,63,Sometimes,C
Always,84,Never,38,Always,B
Always,56,Never,53,Never,C
Always,7,Never,100,Sometimes,B
Never,78,Always,100,Always,B
Never,16,Always,19,Never,F
Always,80,Never,74,Sometimes,C
Never,6,Never,69,Never,C
Always,39,Always,73,Sometimes,C
Never,33,Never,82,Never,A
Always,61,Never,88,Always,B
Always,18,Never,92,Always,B
Never,89,Never,73,Never,C
Always,85,Always,97,Always,A
Always,97,Always,56,Sometimes,D
Never,61,Never,3,Never,C
Always,64,Always,41,Sometimes,C
Never,36,Always,53,Always,C
Never,75,Always,5,Always,C
Always,89,Always,42,Always,D
Always,51,Never,48,Always,B
Always,40,Never,45,Always,F
Always,61,Never,11,Always,B
Always,94,Never,36,Always,B
Never,42,Always,2,Sometimes,C
Never,70,Always,81,Never,A
Never,0,Never,2,Never,F
Never,14,Never,25,Never,F
Always,12,Never,33,Never,F
Always,17,Never,8,Never,F
Always,19,Never,13,Never,F
Always,70,Never,46,Sometimes,D
Always,40,Never,6,Always,C
Never,76,Never,97,Sometimes,B
Always,85,Always,65,Never,C
Always,12,Always,21,Never,F
Never,87,Always,68,Sometimes,C
Never,48,Always,13,Sometimes,F
Always,32,Never,18,Never,F
Never,73,Always,33,Never,D
Always,85,Always,97,Sometimes,A
Never,67,Always,84,Sometimes,A
Always,66,Always,41,Always,B
Always,67,Never,98,Sometimes,B
Never,80,Always,73,Always,A
Always,3,Always,11,Never,F
Never,69,Never,65,Sometimes,A
Never,59,Always,43,Never,F
Never,73,Never,72,Always,A
Never,21,Always,84,Sometimes,A
Always,18,Never,16,Always,F
Never,57,Never,24,Always,C
Never,24,Never,88,Sometimes,A
Always,29,Never,15,Never,F
Never,95,Never,53,Never,B
Always,32,Always,76,Never,C
Always,70,Never,2,Always,D
Never,47,Never,28,Never,C
Never,78,Never,2,Sometimes,D
